--------------------
BDMEP - INMET
--------------------
Estação           : SAO PAULO MIR de SANTANA  - SP (OMM: 83781)
Latitude  (graus) : -23.5
Longitude (graus) : -46.61
Altitude  (metros): 792.06
Estação Operante
Inicio de operação: 01/12/1945
Periodo solicitado dos dados: 01/01/2000 a 27/08/2015
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVentoNebulosidade;
83781;10/05/2000;1800;20.6;14.5;50;928.7;14;1.8;8;
83781;11/05/2000;0000;16;13.8;78;930.8;14;2.6;10;
83781;11/05/2000;1200;14.6;12.5;78;931.5;14;4.6;9;
83781;11/05/2000;1800;18.6;13.3;53;929.7;9;4.8;8;
83781;12/05/2000;0000;14.8;12.5;76;930.5;9;2;7;
83781;12/05/2000;1200;14.6;13;83;931.5;5;3.6;6;
83781;12/05/2000;1800;20.8;13.9;44;928.5;5;3.1;6;
83781;13/05/2000;0000;15.8;14.1;82;931;9;2.8;9;
83781;13/05/2000;1200;14;11.6;75;930.8;5;4.1;10;
83781;13/05/2000;1800;21.6;14.6;45;928.6;9;1.5;1;
83781;14/05/2000;0000;16.2;14.7;85;929.8;9;2;1;
83781;14/05/2000;1200;13.4;12.7;93;930.1;5;3.3;10;
83781;14/05/2000;1800;22.8;17;55;926.6;32;1.5;6;
83781;15/05/2000;0000;17.2;16.1;89;927.9;9;1.6;0;
83781;15/05/2000;1200;16.6;14.9;82;926.7;0;0;2;
83781;15/05/2000;1800;24.8;17.7;48;922.9;23;1.8;8;
83781;16/05/2000;0000;19.4;17.5;81;923.7;14;1.3;2;
83781;16/05/2000;1200;18.2;16.1;80;924.1;14;1.3;10;
83781;16/05/2000;1800;25;17.4;45;921.8;32;5.8;10;
83781;17/05/2000;0000;22.3;17.1;89;922;32;2.6;7;
83781;17/05/2000;1200;20.5;16.9;70;923;27;4.3;8;
83781;17/05/2000;1800;23.6;18.8;62;920.3;32;6;8;
83781;18/05/2000;0000;20.4;12.7;39;921.5;27;3.6;2;
83781;18/05/2000;1200;14.3;12.2;78;923.6;27;1.6;2;
83781;18/05/2000;1800;20.4;13.1;42;923;27;2.6;8;
83781;19/05/2000;0000;15.1;13.1;79;925.9;14;2.3;6;
83781;19/05/2000;1200;14.8;12.9;80;927.9;9;2.5;10;
83781;19/05/2000;1800;18.7;13.9;57;926.1;5;1.8;10;
83781;20/05/2000;0000;14.8;13.2;83;928.2;14;3;10;
83781;20/05/2000;1200;14.2;12.6;83;929.8;9;4;10;
83781;20/05/2000;1800;18.4;13.7;58;929.1;9;2.1;7;
83781;21/05/2000;0000;14.6;12.4;76;930.6;9;3.3;10;
83781;21/05/2000;1200;15;12.8;77;932.6;9;2.5;10;
83781;21/05/2000;1800;18.2;13.6;59;930.9;14;4.1;10;
83781;22/05/2000;0000;14;12.3;82;932.3;9;4.1;5;
83781;22/05/2000;1200;14.6;12.5;78;933;5;3.6;6;
83781;22/05/2000;1800;21.1;14.9;49;930.7;9;1.6;1;
83781;23/05/2000;0000;15.5;14;86;932;9;2.5;8;
83781;23/05/2000;1200;13.8;11.8;79;933.5;5;3.3;10;
83781;23/05/2000;1800;21.3;16;57;930.6;9;2;3;
83781;24/05/2000;0000;15.6;14.1;85;931.8;9;2.6;10;
83781;24/05/2000;1200;14.6;13.3;87;932.9;5;3.3;10;
83781;24/05/2000;1800;21.5;15.7;53;929.3;5;3.8;4;
83781;25/05/2000;0000;16;14.6;85;930.2;36;1;7;
83781;25/05/2000;1200;14.8;12.3;74;929.9;5;3.3;2;
83781;25/05/2000;1800;24.8;16.7;41;925.8;32;3.6;2;
83781;26/05/2000;0000;19.8;13.9;50;926.3;32;3.3;0;
83781;26/05/2000;1200;19.7;14.1;53;927.4;32;2;3;
83781;26/05/2000;1800;25;16.1;38;924;32;3.8;10;
83781;27/05/2000;0000;19.4;14.9;61;924.6;32;3;4;
83781;27/05/2000;1200;17.6;14.9;75;925.7;32;0.8;10;
83781;27/05/2000;1800;18.2;15.9;78;923.9;0;0;10;
83781;28/05/2000;0000;15.2;13.2;79;925.2;18;2.8;10;
83781;28/05/2000;1200;15.5;12.1;65;924.8;0;0;0;
83781;28/05/2000;1800;21.7;11.7;25;922.4;32;4.6;1;
83781;29/05/2000;0000;13.6;11.3;75;925.2;14;2.5;3;
83781;29/05/2000;1200;12.6;9.5;67;926.2;5;2.5;2;
83781;29/05/2000;1800;19.2;14.3;58;923.6;5;2;2;
83781;30/05/2000;0000;13.2;11.1;77;925.2;5;2.5;0;
83781;30/05/2000;1200;12.1;10.1;77;925.1;14;0.8;2;
83781;30/05/2000;1800;22.4;11.6;22;923.1;32;4.8;8;
83781;31/05/2000;0000;17.6;12.1;52;923.7;27;3.3;2;
83781;31/05/2000;1200;15.8;12.4;66;924.8;32;3.5;5;
83781;31/05/2000;1800;22.4;14.7;42;922.1;27;5.1;1;
83781;01/06/2000;0000;17;14.5;76;923.9;18;3;10;
83781;01/06/2000;1200;13.8;12;81;927.2;9;1.3;10;
83781;01/06/2000;1800;14.4;11.8;74;925.7;5;1.8;10;
83781;02/06/2000;0000;14.4;12.8;84;927.9;9;2.6;10;
83781;02/06/2000;1200;14.8;12.3;74;930.2;5;1.8;8;
83781;02/06/2000;1800;20.4;14.3;50;927.8;9;2.5;9;
83781;03/06/2000;0000;15.2;13.5;83;930.2;9;4;10;
83781;03/06/2000;1200;16.1;13.5;74;932.1;5;3.6;10;
83781;03/06/2000;1800;19.4;14.9;61;931;9;5;9;
83781;04/06/2000;0000;15.5;13.5;80;932.3;9;4.6;7;
83781;04/06/2000;1200;15.8;14.5;86;932.8;5;5.3;10;
83781;04/06/2000;1800;21;16.7;64;930.8;5;4;3;
83781;05/06/2000;0000;15.8;14.9;90;931.9;9;1.6;10;
83781;05/06/2000;1200;13.7;12.9;92;932.6;5;4.3;10;
83781;05/06/2000;1800;22.4;17.4;60;929.5;5;1.3;6;
83781;06/06/2000;0000;18.2;15.6;76;930.4;5;1.5;0;
83781;06/06/2000;1200;16;13.5;75;932.6;5;1.6;0;
83781;06/06/2000;1800;24.3;16.8;45;929.5;9;0.8;0;
83781;07/06/2000;0000;19;15.1;66;930.2;36;3.3;0;
83781;07/06/2000;1200;17.2;13.7;67;931.4;5;1.3;4;
83781;07/06/2000;1800;24.9;16.5;40;928.5;32;3.1;4;
83781;08/06/2000;0000;18.8;14.2;60;928.6;32;0.8;2;
83781;08/06/2000;1200;19.2;14.3;58;931;9;1.3;1;
83781;08/06/2000;1800;20.7;17.3;44;928.7;32;4;3;
83781;09/06/2000;0000;20.4;15.3;57;929.1;32;2.5;0;
83781;09/06/2000;1200;18.6;15.3;70;930.9;32;2.3;8;
83781;09/06/2000;1800;24.4;17.1;47;928.6;32;3.3;8;
83781;10/06/2000;0000;17.8;15.8;81;930.6;14;1.4;10;
83781;10/06/2000;1200;17.2;15.6;85;931.8;9;1.3;8;
83781;10/06/2000;1800;23.4;17.1;53;928.5;32;1.8;8;
83781;11/06/2000;0000;17.8;16.1;84;929.9;9;2.5;10;
83781;11/06/2000;1200;16.6;15.1;86;929.4;5;1.6;6;
83781;11/06/2000;1800;24.2;16;40;925.9;27;3.3;8;
83781;12/06/2000;0000;19.6;14.7;59;927.6;0;0;6;
83781;12/06/2000;1200;19.4;15.5;66;928.6;5;1.6;4;
83781;12/06/2000;1800;23.2;16.5;49;926.4;32;1.6;10;
83781;13/06/2000;0000;19.5;16;70;926.6;0;0;7;
83781;13/06/2000;1200;18.2;15.1;71;929.9;36;3;4;
83781;13/06/2000;1800;24.5;16.3;40;926.3;5;3.3;8;
83781;14/06/2000;0000;18.3;16.5;83;927.8;14;1.3;0;
83781;14/06/2000;1200;17;14.9;80;929.2;5;1.5;0;
83781;14/06/2000;1800;25.4;16.7;40;926.1;9;2.6;0;
83781;15/06/2000;0000;18.4;16.7;83;928.3;9;1.3;0;
83781;15/06/2000;1200;16;14.7;86;929.5;9;3.3;4;
83781;15/06/2000;1800;25.4;16.7;40;927;9;2;5;
83781;16/06/2000;0000;19;16.7;79;928.2;36;1.6;0;
83781;16/06/2000;1200;15.4;14.3;89;928.8;5;1.6;0;
83781;16/06/2000;1800;26.4;18.4;44;925.9;27;2;5;
83781;17/06/2000;0000;21.2;16.7;63;926.5;23;1.6;0;
83781;17/06/2000;1200;18.9;15.5;69;928.3;0;0;2;
83781;17/06/2000;1800;21.9;18.5;72;926.5;14;4.6;7;
83781;18/06/2000;0000;18;16.5;86;928.1;9;3.3;10;
83781;18/06/2000;1200;16.6;14.8;86;928.3;5;1.6;6;
83781;18/06/2000;1800;23.1;17.5;56;925.7;27;1.6;10;
83781;19/06/2000;0000;17.9;16.5;86;926.9;5;1.6;7;
83781;19/06/2000;1200;17.6;15.7;83;927.6;5;1.6;8;
83781;19/06/2000;1800;25;16.9;42;924.2;32;4.1;8;
83781;20/06/2000;0000;21;16.3;61;926.1;32;2.1;3;
83781;20/06/2000;1200;18.4;15.6;74;927.3;32;1.3;10;
83781;20/06/2000;1800;25.2;18.2;50;924.6;23;2.5;9;
83781;21/06/2000;0000;18;17;90;924.7;5;0.7;10;
83781;21/06/2000;1200;15;13.9;89;927.7;27;2.8;10;
83781;21/06/2000;1800;15.4;12.7;73;924.6;14;3;10;
83781;22/06/2000;0000;12.7;11.5;87;929.3;5;2.5;4;
83781;22/06/2000;1200;7;6.4;92;931.5;5;2.1;9;
83781;22/06/2000;1800;17.9;9.2;27;928.1;5;2;0;
83781;23/06/2000;0000;12.2;9;65;929.7;5;1.6;0;
83781;23/06/2000;1200;11.6;8.2;62;930.8;5;2.3;0;
83781;23/06/2000;1800;22;13.3;34;927.2;5;1.1;6;
83781;24/06/2000;0000;15.5;11.8;63;920;5;2;0;
83781;24/06/2000;1200;19.2;14;55;926.2;36;3.3;3;
83781;24/06/2000;1800;25.9;15.3;29;925.2;32;6.6;2;
83781;25/06/2000;0000;20.5;13.8;46;925.7;32;2.6;0;
83781;25/06/2000;1200;17;12.5;58;927.6;9;3.1;6;
83781;25/06/2000;1800;27;17.5;37;924.5;32;6.3;5;
83781;26/06/2000;0000;21.8;16.5;57;925.1;32;2.8;0;
83781;26/06/2000;1200;21.2;15.9;57;927.1;0;0;8;
83781;26/06/2000;1800;22.8;18.5;65;925.4;18;3.3;6;
83781;27/06/2000;0000;20;17.8;80;925.6;36;2;1;
83781;27/06/2000;1200;19.6;15.3;63;928.4;27;2.3;10;
83781;27/06/2000;1800;24.8;17.7;48;926.8;23;3.3;6;
83781;28/06/2000;0000;17.2;16;88;928.7;9;3.3;10;
83781;28/06/2000;1200;17.6;15.8;83;928.7;5;5;10;
83781;28/06/2000;1800;27;17.7;38;925.1;36;2.5;6;
83781;29/06/2000;0000;21.6;15.3;49;924.8;36;4;1;
83781;29/06/2000;1200;21.2;13.9;42;924.8;5;1.6;8;
83781;29/06/2000;1800;26.2;15.4;28;922.3;32;5;9;
83781;30/06/2000;0000;22.4;14.7;42;922.1;32;5;0;
83781;30/06/2000;1200;17.7;13.3;59;926;27;8.3;10;
83781;30/06/2000;1800;18.5;14.4;63;924.8;32;4.3;8;
83781;01/07/2000;0000;16.2;14.1;79;927.8;32;1.1;3;
83781;01/07/2000;1200;13.7;12.3;85;929.1;9;2.3;10;
83781;01/07/2000;1800;21.2;15.4;52;926.4;9;1.3;0;
83781;02/07/2000;0000;17.2;14.5;74;926.5;5;1.3;0;
83781;02/07/2000;1200;15.6;12.8;72;927.3;5;1.6;3;
83781;02/07/2000;1800;27.4;17.3;33;924.7;32;4.5;3;
83781;03/07/2000;0000;21.5;15.5;51;926.3;32;3.6;0;
83781;03/07/2000;1200;17.4;14.8;75;931.6;14;3.3;10;
83781;03/07/2000;1800;18.1;15.5;75;930.7;14;4;10;
83781;04/07/2000;0000;14.7;13.2;84;933.8;14;5.3;10;
83781;04/07/2000;1200;13.7;12.5;87;935.2;9;8.7;10;
83781;04/07/2000;1800;17;14.1;72;932.3;9;7.2;10;
83781;05/07/2000;0000;14.6;13.4;87;933.1;5;8.8;10;
83781;05/07/2000;1200;14.8;13.7;88;933;9;3.3;10;
83781;05/07/2000;1800;21.8;16;53;929.8;5;3.3;3;
83781;06/07/2000;0000;16.6;15.3;87;931.3;9;2.5;10;
83781;06/07/2000;1200;17.4;14.8;75;931.4;5;2;0;
83781;06/07/2000;1800;24.8;15.5;34;928.1;32;2;2;
83781;07/07/2000;0000;18.1;14.3;65;929;32;1.6;0;
83781;07/07/2000;1200;17.2;14.3;72;930.2;5;2;0;
83781;07/07/2000;1800;25.3;16.3;37;932;32;0.8;5;
83781;08/07/2000;0000;21.7;15.1;47;927.7;5;2.3;10;
83781;08/07/2000;1200;17.6;13.9;65;929;5;3;2;
83781;08/07/2000;1800;26.8;17.6;38;925.5;32;3.6;7;
83781;09/07/2000;0000;20.1;15.2;58;926.2;36;2.5;0;
83781;09/07/2000;1200;19;15.4;67;927.9;5;2.6;1;
83781;09/07/2000;1800;27;17.3;35;924.2;32;3.1;5;
83781;10/07/2000;0000;21.1;15.8;56;925.5;32;2.3;0;
83781;10/07/2000;1200;21.7;15.8;52;926.2;36;2;3;
83781;10/07/2000;1800;27;17.4;36;923.6;32;6.6;4;
83781;11/07/2000;0000;21.4;15.5;52;924.6;32;3.3;2;
83781;11/07/2000;1200;22;15.7;50;926.4;32;6.3;10;
83781;11/07/2000;1800;26;17.5;41;924.4;32;4;9;
83781;12/07/2000;0000;23.4;17.1;51;925.9;0;0;9;
83781;12/07/2000;1200;17.2;13.7;67;929.5;32;4;10;
83781;12/07/2000;1800;17.7;14.4;69;928.1;32;3.3;10;
83781;13/07/2000;0000;14.2;12.7;84;931.7;18;3;10;
83781;13/07/2000;1200;11.5;10.2;84;933.2;9;2.5;10;
83781;13/07/2000;1800;16.2;12.5;64;931.6;9;1.3;10;
83781;14/07/2000;0000;11.7;10.5;86;932.6;14;2.5;10;
83781;14/07/2000;1200;9.8;8.2;80;933.7;9;3.3;10;
83781;14/07/2000;1800;12.2;10.1;76;931;9;4.1;10;
83781;15/07/2000;0000;11.5;10.7;90;930.4;5;5;10;
83781;15/07/2000;1200;12.9;11.6;85;927.3;5;1.8;10;
83781;15/07/2000;1800;17;15.7;87;924;32;3.3;10;
83781;16/07/2000;0000;14.8;13.9;90;924.9;32;3.3;10;
83781;16/07/2000;1200;13;11.2;80;922;32;4.1;10;
83781;16/07/2000;1800;16.1;9;34;920.4;27;5;2;
83781;17/07/2000;0000;10.7;5.7;41;922.2;27;1;0;
83781;17/07/2000;1200;8.8;5;52;926.6;27;1;0;
83781;17/07/2000;1800;14;6.6;27;925.5;27;1;2;
83781;18/07/2000;0000;8.3;5.6;65;927.4;0;0;0;
83781;18/07/2000;1200;6.3;4.8;78;928.5;18;1.3;8;
83781;18/07/2000;1800;17.6;10;33;925.7;27;2.5;8;
83781;19/07/2000;0000;12.8;7.4;42;926.2;32;0.7;0;
83781;19/07/2000;1200;11.9;8.2;58;927.3;36;0.3;10;
83781;19/07/2000;1800;12.9;8.8;56;925.3;32;2.3;10;
83781;20/07/2000;0000;12;7.8;53;925.2;32;1.8;10;
83781;20/07/2000;1200;8.8;8;89;927.4;0;0;5;
83781;20/07/2000;1800;16;8.2;28;924.7;27;1;6;
83781;21/07/2000;0000;11.1;6.3;45;925.4;0;0;0;
83781;21/07/2000;1200;6.2;6.1;99;926.8;5;1;10;
83781;21/07/2000;1800;22.2;13.9;36;924.4;32;3;2;
83781;22/07/2000;0000;16;12.5;65;924.5;0;0;1;
83781;22/07/2000;1200;15.2;13.3;80;925.1;36;2;9;
83781;22/07/2000;1800;25.6;17.7;44;921;32;4.6;10;
83781;23/07/2000;0000;19.4;15.7;67;921.3;27;1.6;8;
83781;23/07/2000;1200;15;13.8;87;925;32;1.6;10;
83781;23/07/2000;1800;14.8;13.5;86;924.5;32;3;10;
83781;24/07/2000;0000;10;9.2;90;928.5;0;0;10;
83781;24/07/2000;1200;10.4;8.6;78;929.8;9;1;9;
83781;24/07/2000;1800;14.4;10.7;62;927.7;14;2.5;7;
83781;25/07/2000;0000;10.2;8.8;83;929.7;9;1.3;10;
83781;25/07/2000;1200;12;10.3;80;932.2;5;2.6;10;
83781;25/07/2000;1800;17.2;13.5;65;928.7;9;3.6;6;
83781;26/07/2000;0000;11.4;10.6;90;931.2;0;0;10;
83781;26/07/2000;1200;12.6;12.3;96;931.1;0;0;10;
83781;26/07/2000;1800;14.5;12.9;83;929.6;9;1;10;
83781;27/07/2000;0000;12;10.5;82;932.9;0;0;10;
83781;27/07/2000;1200;13.6;11.6;78;933.2;9;0.8;8;
83781;27/07/2000;1800;17.2;13.5;65;931.1;14;3.1;6;
83781;28/07/2000;0000;13;11.7;85;933.2;9;3.3;10;
83781;28/07/2000;1200;14.3;11.5;70;932.8;5;3.8;6;
83781;28/07/2000;1800;21.2;13.7;40;928.7;5;3.5;0;
83781;29/07/2000;0000;13.2;12.3;90;930.2;0;0;10;
83781;29/07/2000;1200;11;10.1;89;929.2;5;3.3;10;
83781;29/07/2000;1800;21.8;14.9;45;926.4;0;0;0;
83781;30/07/2000;0000;16.7;14.3;76;927.1;0;0;0;
83781;30/07/2000;1200;13.8;11.5;75;927.6;0;0;4;
83781;30/07/2000;1800;25.3;13.7;22;925.7;36;2.8;6;
83781;31/07/2000;0000;15;13.5;84;927.5;0;0;8;
83781;31/07/2000;1200;15.2;12.5;72;928.5;5;2.6;6;
83781;31/07/2000;1800;24.4;14.5;30;926.9;5;2;10;
83781;01/08/2000;0000;13.8;11.7;77;930.3;0;0;10;
83781;01/08/2000;1200;13.8;12.3;84;930.6;5;3.5;10;
83781;01/08/2000;1800;22.8;16.2;49;927.9;9;1.3;9;
83781;02/08/2000;0000;15;13.7;86;929.3;0;0;10;
83781;02/08/2000;1200;14.6;13.5;88;930.6;5;1.1;10;
83781;02/08/2000;1800;25.8;17;39;927.2;32;3.8;8;
83781;03/08/2000;0000;20.6;15.9;60;927.5;36;1.5;10;
83781;03/08/2000;1200;19.1;15.5;67;928.1;5;1.6;8;
83781;03/08/2000;1800;16.1;14.2;81;927.9;14;2.3;10;
83781;04/08/2000;0000;14.8;13.8;89;928.9;0;0;10;
83781;04/08/2000;1200;12.2;11;86;932.4;14;3.3;10;
83781;04/08/2000;1800;11.2;9.7;82;932.4;9;3.3;10;
83781;05/08/2000;0000;9.8;7.9;76;932.7;9;5;10;
83781;05/08/2000;1200;11.3;8.2;64;933;5;1;9;
83781;05/08/2000;1800;16.8;11.1;47;928.6;5;5.3;9;
83781;06/08/2000;0000;11.5;10.6;89;929.3;5;2.6;10;
83781;06/08/2000;1200;13.4;10.9;73;928.8;5;2.5;9;
83781;06/08/2000;1800;23.5;16.3;45;926.5;9;2.3;8;
83781;07/08/2000;0000;16.7;13.4;68;928.6;14;1.3;0;
83781;07/08/2000;1200;15.2;14.3;90;930.5;14;1;10;
83781;07/08/2000;1800;25.1;17.3;44;926.4;32;3.3;4;
83781;08/08/2000;0000;19.8;16.2;68;927.2;5;1.3;2;
83781;08/08/2000;1200;19;15.7;70;929;5;0.8;2;
83781;08/08/2000;1800;27.3;17;32;925.2;32;2.6;7;
83781;09/08/2000;0000;20.8;15.7;57;926.8;36;2.1;0;
83781;09/08/2000;1200;19.2;15.1;63;927.5;5;1.3;8;
83781;09/08/2000;1800;28.9;15.4;19;924.7;32;4.3;1;
83781;10/08/2000;0000;25;15.5;33;926.2;32;1.5;10;
83781;10/08/2000;1200;14.7;13.5;87;931.3;14;2;10;
83781;10/08/2000;1800;15.7;14;82;928.8;14;1.3;10;
83781;11/08/2000;0000;13.2;12.4;91;930.7;14;1.6;10;
83781;11/08/2000;1200;11.4;10.5;89;933.3;14;2.1;10;
83781;11/08/2000;1800;12.2;10.5;80;931.2;14;4;10;
83781;12/08/2000;0000;9.4;8;82;933.4;14;4;10;
83781;12/08/2000;1200;9.7;6.9;65;934.2;14;3;8;
83781;12/08/2000;1800;10.5;8.7;78;931.7;14;4.5;10;
83781;13/08/2000;0000;9.4;8.4;87;932.4;14;3.6;10;
83781;13/08/2000;1200;10.5;8.6;77;932.6;5;4.6;4;
83781;13/08/2000;1800;15.5;12.1;66;930.2;5;5;0;
83781;14/08/2000;0000;11.6;10.1;82;931.7;9;3.3;10;
83781;14/08/2000;1200;10.8;10.1;91;931.3;5;4.6;9;
83781;14/08/2000;1800;23.8;15.3;37;928.1;9;1.6;1;
83781;15/08/2000;0000;17.6;13.3;60;928.4;14;3.3;0;
83781;15/08/2000;1200;15.8;12.5;67;928.7;5;3.6;8;
83781;15/08/2000;1800;27.7;17.3;32;926.3;32;6;6;
83781;16/08/2000;0000;16.5;14.7;82;928.6;18;1.6;10;
83781;16/08/2000;1200;14;13.3;92;931.3;14;3.3;10;
83781;16/08/2000;1800;12.2;11.9;96;930.8;9;5;10;
83781;17/08/2000;0000;12.2;11.4;91;931.8;9;5;10;
83781;17/08/2000;1200;15.2;13.9;86;930.2;5;4.1;10;
83781;17/08/2000;1800;18.6;16.4;79;928.3;32;4.5;10;
83781;18/08/2000;0000;16.4;15.5;91;928.9;18;2;10;
83781;18/08/2000;1200;17.7;15.7;81;929.7;32;3;6;
83781;18/08/2000;1800;17.4;15.6;82;928.8;14;3.3;10;
83781;19/08/2000;0000;14;12.7;86;929.5;14;2.3;10;
83781;19/08/2000;1200;15.9;12.7;68;931.4;9;2.8;8;
83781;19/08/2000;1800;21.7;16.8;60;929.5;14;3.1;8;
83781;20/08/2000;0000;14.6;13.5;88;930.4;14;0.8;0;
83781;20/08/2000;1200;15.1;13.8;86;932;5;4.8;10;
83781;20/08/2000;1800;26.2;18.1;43;928.5;5;1;0;
83781;21/08/2000;0000;20.6;16.6;65;930.6;0;0;7;
83781;21/08/2000;1200;21;14.9;50;931.4;5;1.6;0;
83781;21/08/2000;1800;28.4;17.2;29;927.8;32;0.8;0;
83781;22/08/2000;0000;21.8;13.7;37;929.4;9;1.6;0;
83781;22/08/2000;1200;20.2;14.8;54;930.3;5;1.6;0;
83781;22/08/2000;1800;27.9;15.9;24;927.1;32;1.6;1;
83781;23/08/2000;0000;21.8;14.2;40;927.4;5;2;0;
83781;23/08/2000;1200;20.4;14.1;47;928.5;5;1.3;6;
83781;23/08/2000;1800;27.4;16.2;28;925.1;36;2.8;8;
83781;24/08/2000;0000;21.6;14.7;45;925.7;32;1.1;0;
83781;24/08/2000;1200;20.2;14.3;50;927;18;1.6;0;
83781;24/08/2000;1800;28.4;16.3;25;924.7;9;1.3;2;
83781;25/08/2000;0000;20;15.5;61;925.9;14;2.1;0;
83781;25/08/2000;1200;21.1;14.9;49;926;5;2.8;0;
83781;25/08/2000;1800;31.1;17.5;22;921.4;32;5.3;4;
83781;26/08/2000;0000;25.6;16.7;38;922.5;32;2.5;0;
83781;26/08/2000;1200;26.1;16.9;37;920.7;36;5;4;
83781;26/08/2000;1800;30.9;17.6;23;919.1;32;5.3;9;
83781;27/08/2000;0000;19.2;15.8;69;923.8;14;3.8;9;
83781;27/08/2000;1200;18.9;15.9;73;922.6;5;5;8;
83781;27/08/2000;1800;20.7;17.1;69;918.6;9;4.8;10;
83781;28/08/2000;0000;16.2;15.7;95;920.9;23;2;10;
83781;28/08/2000;1200;17.2;15.5;83;921.7;32;1.6;10;
83781;28/08/2000;1800;13.8;12.5;86;922.3;27;2.3;10;
83781;29/08/2000;0000;13.9;12.3;83;923.4;32;1;10;
83781;29/08/2000;1200;14;12.7;86;926;0;0;10;
83781;29/08/2000;1800;18.4;14.3;63;925.6;5;1.3;10;
83781;30/08/2000;0000;15.4;13.8;83;927.7;5;2.5;10;
83781;30/08/2000;1200;13.8;13.3;94;930.4;5;3.3;10;
83781;30/08/2000;1800;22.6;16.1;49;927.9;5;4.1;6;
83781;31/08/2000;0000;15.6;13.7;80;929.5;9;3.6;4;
83781;31/08/2000;1200;16.5;15.3;88;929.4;36;1.3;10;
83781;31/08/2000;1800;19.9;19.1;93;926.1;36;3;10;
83781;01/09/2000;0000;18.2;17.5;93;924.5;36;1.1;4;
83781;01/09/2000;1200;19.2;17.5;84;926.2;27;0.8;9;
83781;01/09/2000;1800;15.2;14.4;92;925.1;14;3;10;
83781;02/09/2000;0000;13.7;13.3;96;925.3;5;1.6;10;
83781;02/09/2000;1200;13.8;13.3;92;925.7;5;2.5;10;
83781;02/09/2000;1800;13.6;12.9;93;925.3;14;2.6;10;
83781;03/09/2000;0000;13;12.5;95;926.4;14;2;10;
83781;03/09/2000;1200;13;12.6;95;928.1;0;0;10;
83781;03/09/2000;1800;12.8;11.9;90;927.9;14;3.6;10;
83781;04/09/2000;0000;11.7;11.1;93;930.3;9;2.3;10;
83781;04/09/2000;1200;11.8;10.3;83;932.1;14;4.3;10;
83781;04/09/2000;1800;13.9;11.7;76;930.7;14;3.3;10;
83781;05/09/2000;0000;12.3;11.3;90;929.7;9;4.6;10;
83781;05/09/2000;1200;14;12.1;80;929.4;5;4.6;10;
83781;05/09/2000;1800;20;15.9;65;926.2;14;4;7;
83781;06/09/2000;0000;13.6;12.5;88;927.5;14;3.3;10;
83781;06/09/2000;1200;14.6;13.3;87;926.9;9;3.1;10;
83781;06/09/2000;1800;17.8;15;74;925;14;4.8;10;
83781;07/09/2000;0000;14.7;12.6;78;926.2;9;4.6;10;
83781;07/09/2000;1200;15.6;13.5;79;926.7;5;5;10;
83781;07/09/2000;1800;21.7;16.1;55;923.8;5;3;7;
83781;08/09/2000;0000;15.1;13.5;84;925.8;14;2;10;
83781;08/09/2000;1200;16;13.7;77;926.3;5;4.1;8;
83781;08/09/2000;1800;23.2;16;46;923.2;9;1.6;10;
83781;09/09/2000;0000;18.4;15.9;77;924.8;9;1.3;10;
83781;09/09/2000;1200;20.2;15.9;56;925.7;5;2.3;4;
83781;09/09/2000;1800;24.5;17.9;51;924.4;32;4.1;10;
83781;10/09/2000;0000;19;15.6;69;925;5;4.3;2;
83781;10/09/2000;1200;19.8;15.8;66;926.7;5;1.8;8;
83781;10/09/2000;1800;28.5;19.4;41;922.1;32;3.3;8;
83781;11/09/2000;0000;23.4;18.7;64;923.3;32;2.3;8;
83781;11/09/2000;1200;23.5;18.7;62;925;5;2.6;3;
83781;11/09/2000;1800;29.3;19.9;40;920.8;32;5.8;4;
83781;12/09/2000;0000;23.6;19.5;66;921.9;32;2.8;8;
83781;12/09/2000;1200;18.4;16.9;85;926.1;18;2.6;10;
83781;12/09/2000;1800;23;18.6;65;921.9;5;2.3;10;
83781;13/09/2000;0000;19.4;17.6;84;924.5;14;3.3;10;
83781;13/09/2000;1200;21.5;18.3;73;924.3;27;1.6;10;
83781;13/09/2000;1800;25.1;19.9;60;924.4;27;3.1;10;
83781;14/09/2000;0000;19.6;18.8;93;926.1;0;0;10;
83781;14/09/2000;1200;20.4;18.7;86;928.1;5;1.6;10;
83781;14/09/2000;1800;27.7;19.9;47;923.8;32;3.8;10;
83781;15/09/2000;0000;22.6;19.8;77;926.1;14;1.3;10;
83781;15/09/2000;1200;24.5;20.5;69;928.1;5;3.3;10;
83781;15/09/2000;1800;27.4;19.5;47;924.5;32;4;10;
83781;16/09/2000;0000;18.8;18;92;927.6;5;2;10;
83781;16/09/2000;1200;17.2;16;88;928.9;14;0.8;10;
83781;16/09/2000;1800;16.5;15.2;86;928.6;14;3.3;10;
83781;17/09/2000;0000;15.2;13.8;86;931.1;14;4;10;
83781;17/09/2000;1200;15.1;14;89;932;14;2.5;10;
83781;17/09/2000;1800;16.3;14.9;85;930.9;14;4.1;10;
83781;18/09/2000;0000;15.5;15;94;931.6;5;3.3;10;
